name	class_name	signature	hover
get_item_navigation_mesh_transform	MeshLibrary	get_item_navigation_mesh_transform(id: int) -> Transform3D	Returns the transform applied to the item's navigation mesh.
get_item_preview	MeshLibrary	get_item_preview(id: int) -> Texture2D	When running in the editor, returns a generated item preview (a 3D rendering in isometric perspective). When used in a running project, returns the manually-defined item preview which can be set using [method set_item_preview]. Returns an empty [Texture2D] if no preview was manually set in a running project.
get_item_rect	ItemList	get_item_rect(idx: int, expand: bool = true) -> Rect2	Returns the position and size of the item with the specified index, in the coordinate system of the [ItemList] node. If [param expand] is [code]true[/code] the last column expands to fill the rest of the row. [b]Note:[/b] The returned value is unreliable if called right after modifying the [ItemList], before it redraws in the next frame.
get_item_rect	SpriteBase3D	get_item_rect() -> Rect2	Returns the rectangle representing this sprite.
get_item_shadow_cull_mask	Light2D	get_item_shadow_cull_mask() -> int	Casts light in a 2D environment.
get_item_shapes	MeshLibrary	get_item_shapes(id: int) -> Array	Returns an item's collision shapes. The array consists of each [Shape3D] followed by its [Transform3D].
get_item_shortcut	PopupMenu	get_item_shortcut(index: int) -> Shortcut	Returns the [Shortcut] associated with the item at the given [param index].
get_item_state	NativeMenu	get_item_state(rid: RID, idx: int) -> int	Returns the state of a multistate item. See [method add_multistate_item] for details. [b]Note:[/b] This method is implemented on macOS and Windows.
get_item_submenu	NativeMenu	get_item_submenu(rid: RID, idx: int) -> RID	Returns the submenu ID of the item at index [param idx]. See [method add_submenu_item] for more info on how to add a submenu. [b]Note:[/b] This method is implemented on macOS and Windows.
get_item_submenu	PopupMenu	get_item_submenu(index: int) -> String	Returns the submenu name of the item at the given [param index]. See [method add_submenu_item] for more info on how to add a submenu.
get_item_submenu_node	PopupMenu	get_item_submenu_node(index: int) -> PopupMenu	Returns the submenu of the item at the given [param index], or [code]null[/code] if no submenu was added. See [method add_submenu_node_item] for more info on how to add a submenu.
get_item_tag	NativeMenu	get_item_tag(rid: RID, idx: int) -> Variant	Returns the metadata of the specified item, which might be of any type. You can set it with [method set_item_tag], which provides a simple way of assigning context data to items. [b]Note:[/b] This method is implemented on macOS and Windows.
get_item_text	ItemList	get_item_text(idx: int) -> String	Returns the text associated with the specified index.
get_item_text	NativeMenu	get_item_text(rid: RID, idx: int) -> String	Returns the text of the item at index [param idx]. [b]Note:[/b] This method is implemented on macOS and Windows.
get_item_text	OptionButton	get_item_text(idx: int) -> String	Returns the text of the item at index [param idx].
get_item_text	PopupMenu	get_item_text(index: int) -> String	Returns the text of the item at the given [param index].
get_item_text_direction	ItemList	get_item_text_direction(idx: int) -> enum::Control.TextDirection	Returns item's text base writing direction.
get_item_text_direction	PopupMenu	get_item_text_direction(index: int) -> enum::Control.TextDirection	Returns item's text base writing direction.
get_item_tooltip	ItemList	get_item_tooltip(idx: int) -> String	Returns the tooltip hint associated with the specified index.
get_item_tooltip	NativeMenu	get_item_tooltip(rid: RID, idx: int) -> String	Returns the tooltip associated with the specified index [param idx]. [b]Note:[/b] This method is implemented only on macOS.
get_item_tooltip	OptionButton	get_item_tooltip(idx: int) -> String	Returns the tooltip of the item at index [param idx].
get_item_tooltip	PopupMenu	get_item_tooltip(index: int) -> String	Returns the tooltip associated with the item at the given [param index].
get_iv_state	AESContext	get_iv_state() -> PackedByteArray	Get the current IV state for this context (IV gets updated when calling [method update]). You normally don't need this function. [b]Note:[/b] This function only makes sense when the context is started with [constant MODE_CBC_ENCRYPT] or [constant MODE_CBC_DECRYPT].
get_java_class	JavaObject	get_java_class() -> JavaClass	Returns the [JavaClass] that this object is an instance of.
get_java_class_name	JavaClass	get_java_class_name() -> String	Returns the Java class name.
get_java_method_list	JavaClass	get_java_method_list() -> typedarray::Dictionary	Returns the object's Java methods and their signatures as an [Array] of dictionaries, in the same format as [method Object.get_method_list].
get_java_parent_class	JavaClass	get_java_parent_class() -> JavaClass	Returns a [JavaClass] representing the Java parent class of this class.
get_jiggle_data_chain_length	SkeletonModification2DJiggle	get_jiggle_data_chain_length() -> int	A modification that jiggles [Bone2D] nodes as they move towards a target.
get_jiggle_joint_bone2d_node	SkeletonModification2DJiggle	get_jiggle_joint_bone2d_node(joint_idx: int) -> NodePath	Returns the [Bone2D] node assigned to the Jiggle joint at [param joint_idx].
get_jiggle_joint_bone_index	SkeletonModification2DJiggle	get_jiggle_joint_bone_index(joint_idx: int) -> int	Returns the index of the [Bone2D] node assigned to the Jiggle joint at [param joint_idx].
get_jiggle_joint_damping	SkeletonModification2DJiggle	get_jiggle_joint_damping(joint_idx: int) -> float	Returns the amount of damping of the Jiggle joint at [param joint_idx].
get_jiggle_joint_gravity	SkeletonModification2DJiggle	get_jiggle_joint_gravity(joint_idx: int) -> Vector2	Returns a [Vector2] representing the amount of gravity the Jiggle joint at [param joint_idx] is influenced by.
get_jiggle_joint_mass	SkeletonModification2DJiggle	get_jiggle_joint_mass(joint_idx: int) -> float	Returns the amount of mass of the jiggle joint at [param joint_idx].
get_jiggle_joint_override	SkeletonModification2DJiggle	get_jiggle_joint_override(joint_idx: int) -> bool	Returns a boolean that indicates whether the joint at [param joint_idx] is overriding the default Jiggle joint data defined in the modification.
get_jiggle_joint_stiffness	SkeletonModification2DJiggle	get_jiggle_joint_stiffness(joint_idx: int) -> float	Returns the stiffness of the Jiggle joint at [param joint_idx].
get_jiggle_joint_use_gravity	SkeletonModification2DJiggle	get_jiggle_joint_use_gravity(joint_idx: int) -> bool	Returns a boolean that indicates whether the joint at [param joint_idx] is using gravity or not.
get_joint	PhysicalBone2D	get_joint() -> Joint2D	Returns the first [Joint2D] child node, if one exists. This is mainly a helper function to make it easier to get the [Joint2D] that the [PhysicalBone2D] is autoconfiguring.
get_joint_bone	BoneTwistDisperser3D	get_joint_bone(index: int, joint: int) -> int	Returns the bone index at [param joint] in the bone chain's joint list.
get_joint_bone	ChainIK3D	get_joint_bone(index: int, joint: int) -> int	Returns the bone index at [param joint] in the bone chain's joint list.
get_joint_bone	SpringBoneSimulator3D	get_joint_bone(index: int, joint: int) -> int	Returns the bone index at [param joint] in the bone chain's joint list.
get_joint_bone_name	BoneTwistDisperser3D	get_joint_bone_name(index: int, joint: int) -> String	Returns the bone name at [param joint] in the bone chain's joint list.
get_joint_bone_name	ChainIK3D	get_joint_bone_name(index: int, joint: int) -> String	Returns the bone name at [param joint] in the bone chain's joint list.
get_joint_bone_name	SpringBoneSimulator3D	get_joint_bone_name(index: int, joint: int) -> String	Returns the bone name at [param joint] in the bone chain's joint list.
get_joint_count	BoneTwistDisperser3D	get_joint_count(index: int) -> int	Returns the joint count of the bone chain's joint list.
get_joint_count	ChainIK3D	get_joint_count(index: int) -> int	Returns the joint count of the bone chain's joint list.
get_joint_count	SpringBoneSimulator3D	get_joint_count(index: int) -> int	Returns the joint count of the bone chain's joint list.
get_joint_drag	SpringBoneSimulator3D	get_joint_drag(index: int, joint: int) -> float	Returns the drag force at [param joint] in the bone chain's joint list.
get_joint_flags	XRBodyTracker	get_joint_flags(joint: enum::XRBodyTracker.Joint) -> bitfield::XRBodyTracker.JointFlags	Returns flags about the validity of the tracking data for the given body joint.
get_joint_gravity	SpringBoneSimulator3D	get_joint_gravity(index: int, joint: int) -> float	Returns the gravity amount at [param joint] in the bone chain's joint list.
get_joint_gravity_direction	SpringBoneSimulator3D	get_joint_gravity_direction(index: int, joint: int) -> Vector3	Returns the gravity direction at [param joint] in the bone chain's joint list.
get_joint_i_to_bone_i	GLTFSkin	get_joint_i_to_bone_i() -> Dictionary	
get_joint_i_to_name	GLTFSkin	get_joint_i_to_name() -> Dictionary	
get_joint_limitation	IterateIK3D	get_joint_limitation(index: int, joint: int) -> JointLimitation3D	Returns the joint limitation at [param joint] in the bone chain's joint list.
get_joint_limitation_right_axis	IterateIK3D	get_joint_limitation_right_axis(index: int, joint: int) -> enum::SkeletonModifier3D.SecondaryDirection	Returns the joint limitation right axis at [param joint] in the bone chain's joint list.
get_joint_limitation_right_axis_vector	IterateIK3D	get_joint_limitation_right_axis_vector(index: int, joint: int) -> Vector3	Returns the joint limitation right axis vector at [param joint] in the bone chain's joint list. If [method get_joint_limitation_right_axis] is [constant SkeletonModifier3D.SECONDARY_DIRECTION_NONE], this method returns [code]Vector3(0, 0, 0)[/code].
